dataset,trial,batch_size,learning_rate,n_layer,n_units
MLP_alsfrs-r_T1-T3_T5,trial_44,32,7.944862938003613e-05,1,1024
MLP_alsfrs-r_T1-T3_T5,trial_9,64,3.269667474603532e-05,2,32
MLP_alsfrs-r_T1-T3_T5,trial_43,128,0.00023914198855908638,1,1024
MLP_alsfrs-r_T1-T3_T5,trial_7,32,0.0003492991703027339,2,1024
MLP_alsfrs-r_T1-T3_T5,trial_0,128,0.0030184676821021356,4,256
MLP_alsfrs-r_T1-T3_T5,trial_19,16,0.0009737905784647085,3,1024
MLP_alsfrs-r_T1-T3_T5,trial_26,16,0.00941897611890001,2,128
MLP_alsfrs-r_T1-T3_T5,trial_21,16,0.003121466120564522,1,128
MLP_alsfrs-r_T1-T3_T5,trial_28,16,0.0006231003308230156,2,512
MLP_alsfrs-r_T1-T3_T5,trial_17,16,0.009803465567748032,1,128
MLP_alsfrs-r_T1-T3_T5,trial_10,16,0.0006309620407012451,3,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_36,128,1.956504404421297e-05,3,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_31,16,3.693298254102576e-05,1,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_38,128,1.8209973540027603e-05,3,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_39,128,1.81259143120791e-05,3,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_30,16,3.351399165871583e-05,1,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_37,128,2.0263771823268765e-05,3,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_15,16,3.597063520121917e-05,2,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_12,16,0.00023528156235413589,1,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_24,16,2.084121718934218e-05,2,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_23,16,0.009609352305204278,1,256
MLP_alsfrs-r_T1-T3-T4_T5,trial_5,32,1.4924626593516703e-05,5,32
MLP_alsfrs-r_T1-T3-T4_T5,trial_48,128,4.726136317276531e-05,5,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_2,128,0.002737250223665232,5,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_46,128,1.1242119365754402e-05,4,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_41,128,1.7455346843456498e-05,3,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_22,16,4.355197760410558e-05,1,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_25,16,9.534551061317235e-05,1,32
MLP_alsfrs-r_T1-T3-T4_T5,trial_13,16,0.000449219356497145,2,256
MLP_alsfrs-r_T1-T3-T4_T5,trial_14,16,7.546816172978185e-05,1,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_40,128,1.8088257955567836e-05,3,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_47,128,1.071155690995733e-05,4,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_3,64,0.0003723797987186023,3,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_4,32,0.0038982545707924275,3,1024
MLP_alsfrs-r_T1-T3-T4_T5,trial_49,128,1.3808498254144002e-05,4,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_32,16,2.88719001466011e-05,1,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_35,128,2.25173500459057e-05,3,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_34,128,3.394296597298326e-05,2,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_33,16,3.409134776011409e-05,1,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_1,128,0.0013477142071231338,3,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_6,16,5.558834265813213e-05,1,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_42,128,1.5973009893295826e-05,3,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_45,128,1.0847252307071242e-05,4,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_8,32,5.983474784958849e-05,4,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_11,16,0.00010432845366602393,1,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_29,64,1.690874364844144e-05,4,64
MLP_alsfrs-r_T1-T3-T4_T5,trial_16,16,1.237795899137068e-05,1,256
MLP_alsfrs-r_T1-T3-T4_T5,trial_20,16,0.00017465627117606902,2,256
MLP_alsfrs-r_T1-T3-T4_T5,trial_18,64,1.1018306910231104e-05,1,256
MLP_alsfrs-r_T1-T3-T4_T5,trial_27,64,5.9733748063156665e-05,1,64
MLP_alsfrs-r_T1-T3-T4_T5,trial_44,128,1.0380150947440725e-05,4,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_9,128,0.0037725669118553987,5,64
MLP_alsfrs-r_T1-T3-T4_T5,trial_43,128,1.590022662509595e-05,3,512
MLP_alsfrs-r_T1-T3-T4_T5,trial_7,16,2.8202787111628173e-05,2,32
MLP_alsfrs-r_T1-T3-T4_T5,trial_0,64,0.0042290964661801,5,64
MLP_alsfrs-r_T1-T3-T4_T5,trial_19,16,2.3701077596789365e-05,4,1024
MLP_alsfrs-r_T1-T3-T4_T5,trial_26,128,0.000786652662248302,2,1024
MLP_alsfrs-r_T1-T3-T4_T5,trial_21,16,6.251472281433373e-05,1,128
MLP_alsfrs-r_T1-T3-T4_T5,trial_28,32,0.00014212702398702862,2,256
MLP_alsfrs-r_T1-T3-T4_T5,trial_17,16,1.2553793706710744e-05,2,256
MLP_alsfrs-r_T1-T3-T4_T5,trial_10,16,0.00010994450032834508,1,128
MLP_alsfrs-r_T3-T4_T5,trial_36,16,8.833995504377708e-05,1,32
MLP_alsfrs-r_T3-T4_T5,trial_31,16,0.0007676215963359649,2,32
MLP_alsfrs-r_T3-T4_T5,trial_38,16,0.00041529488611183416,1,32
MLP_alsfrs-r_T3-T4_T5,trial_39,128,0.0011507129726642303,1,64
MLP_alsfrs-r_T3-T4_T5,trial_30,32,8.909218112485953e-05,2,32
MLP_alsfrs-r_T3-T4_T5,trial_37,64,1.0971881234213406e-05,1,1024
MLP_alsfrs-r_T3-T4_T5,trial_15,16,0.0027898201909169907,3,128
MLP_alsfrs-r_T3-T4_T5,trial_12,16,0.008926159345963167,4,128
MLP_alsfrs-r_T3-T4_T5,trial_24,32,0.009604307811560846,4,128
MLP_alsfrs-r_T3-T4_T5,trial_23,16,0.0025490259391570953,3,128
MLP_alsfrs-r_T3-T4_T5,trial_5,32,0.00035273982484050284,1,256
MLP_alsfrs-r_T3-T4_T5,trial_48,64,0.0002693842550249037,1,512
MLP_alsfrs-r_T3-T4_T5,trial_2,128,0.001588826099777661,2,1024
MLP_alsfrs-r_T3-T4_T5,trial_46,16,0.00045985592594484733,1,256
MLP_alsfrs-r_T3-T4_T5,trial_41,16,0.0009149190669972468,2,256
MLP_alsfrs-r_T3-T4_T5,trial_22,16,0.006382580149711905,3,128
MLP_alsfrs-r_T3-T4_T5,trial_25,16,0.0007258396091698384,2,128
MLP_alsfrs-r_T3-T4_T5,trial_13,16,0.006872562345614113,4,128
MLP_alsfrs-r_T3-T4_T5,trial_14,16,0.003048299098854901,3,128
MLP_alsfrs-r_T3-T4_T5,trial_40,32,0.00024708068965136406,2,32
MLP_alsfrs-r_T3-T4_T5,trial_47,16,0.00010381039576475801,1,256
MLP_alsfrs-r_T3-T4_T5,trial_3,64,2.8163208646551806e-05,2,64
MLP_alsfrs-r_T3-T4_T5,trial_4,128,2.4709280456936575e-05,1,1024
MLP_alsfrs-r_T3-T4_T5,trial_49,16,0.0008339624932585085,2,1024
MLP_alsfrs-r_T3-T4_T5,trial_32,16,0.0003565003685197188,1,32
MLP_alsfrs-r_T3-T4_T5,trial_35,16,0.00023106367983568953,1,32
MLP_alsfrs-r_T3-T4_T5,trial_34,64,0.0003562775207552544,1,32
MLP_alsfrs-r_T3-T4_T5,trial_33,16,0.0003084830756458436,1,32
MLP_alsfrs-r_T3-T4_T5,trial_1,128,0.0001539412038123767,5,1024
MLP_alsfrs-r_T3-T4_T5,trial_6,64,0.0005360032155784348,1,512
MLP_alsfrs-r_T3-T4_T5,trial_42,16,0.0010443372388478148,2,256
MLP_alsfrs-r_T3-T4_T5,trial_45,128,0.0017270867064582886,1,256
MLP_alsfrs-r_T3-T4_T5,trial_8,128,4.16429274242476e-05,4,128
MLP_alsfrs-r_T3-T4_T5,trial_11,16,0.00939576868231332,4,128
MLP_alsfrs-r_T3-T4_T5,trial_29,64,0.0006473317736427524,2,32
MLP_alsfrs-r_T3-T4_T5,trial_16,16,0.009694082375974666,4,32
MLP_alsfrs-r_T3-T4_T5,trial_20,16,0.004462516439376355,4,128
MLP_alsfrs-r_T3-T4_T5,trial_18,16,0.0016166547935104756,4,512
MLP_alsfrs-r_T3-T4_T5,trial_27,16,0.0005923241257339623,2,32
MLP_alsfrs-r_T3-T4_T5,trial_44,16,0.0015545868421909018,1,256
MLP_alsfrs-r_T3-T4_T5,trial_9,128,0.00017176492528771006,5,32
MLP_alsfrs-r_T3-T4_T5,trial_43,16,0.001660075224769443,1,256
MLP_alsfrs-r_T3-T4_T5,trial_7,128,3.78724706579861e-05,2,64
MLP_alsfrs-r_T3-T4_T5,trial_0,64,0.0008900986922836858,5,1024
MLP_alsfrs-r_T3-T4_T5,trial_19,16,0.0011753687123984282,5,128
MLP_alsfrs-r_T3-T4_T5,trial_26,16,0.0006261890459989608,2,32
MLP_alsfrs-r_T3-T4_T5,trial_21,16,0.0025653648570916807,3,128
MLP_alsfrs-r_T3-T4_T5,trial_28,16,0.00016648559128515337,2,32
MLP_alsfrs-r_T3-T4_T5,trial_17,32,0.003641451469235788,3,256
MLP_alsfrs-r_T3-T4_T5,trial_10,16,0.005971253752550123,4,128
MLP_alsfrs-r_T4_T5,trial_36,32,5.558501632757075e-05,4,1024
MLP_alsfrs-r_T4_T5,trial_31,32,5.6397825833248556e-05,4,1024
MLP_alsfrs-r_T4_T5,trial_38,32,3.652878143706593e-05,4,1024
MLP_alsfrs-r_T4_T5,trial_39,32,5.969070310444639e-05,5,1024
MLP_alsfrs-r_T4_T5,trial_30,32,1.2565159264085832e-05,4,512
MLP_alsfrs-r_T4_T5,trial_37,32,1.5598180399405553e-05,5,1024
MLP_alsfrs-r_T4_T5,trial_15,128,0.0005031252798622359,4,128
MLP_alsfrs-r_T4_T5,trial_12,128,0.0007985046299405487,2,128
MLP_alsfrs-r_T4_T5,trial_24,128,0.00023556347035950847,4,128
MLP_alsfrs-r_T4_T5,trial_23,128,0.00022740496418389321,3,128
MLP_alsfrs-r_T4_T5,trial_5,32,0.0002124437847812386,5,256
MLP_alsfrs-r_T4_T5,trial_48,32,1.8563275818045475e-05,5,1024
MLP_alsfrs-r_T4_T5,trial_2,64,8.021675301163761e-05,3,128
MLP_alsfrs-r_T4_T5,trial_46,32,9.09150656386559e-05,5,1024
MLP_alsfrs-r_T4_T5,trial_41,32,6.468751059465999e-05,5,1024
MLP_alsfrs-r_T4_T5,trial_22,128,0.0005830315919195914,2,128
MLP_alsfrs-r_T4_T5,trial_25,128,0.0002336615015132844,3,128
MLP_alsfrs-r_T4_T5,trial_13,128,1.001502162927529e-05,2,128
MLP_alsfrs-r_T4_T5,trial_14,64,7.088712655059398e-05,4,128
MLP_alsfrs-r_T4_T5,trial_40,16,0.00015113996513319881,5,1024
MLP_alsfrs-r_T4_T5,trial_47,16,9.527564577392618e-05,5,256
MLP_alsfrs-r_T4_T5,trial_3,32,5.3405689097018645e-05,5,64
MLP_alsfrs-r_T4_T5,trial_4,64,0.00018459773549436368,5,512
MLP_alsfrs-r_T4_T5,trial_49,32,7.798541210586891e-05,5,1024
MLP_alsfrs-r_T4_T5,trial_32,32,4.986586650756882e-05,3,1024
MLP_alsfrs-r_T4_T5,trial_35,32,2.356231189406736e-05,5,1024
MLP_alsfrs-r_T4_T5,trial_34,32,3.630321370657474e-05,4,1024
MLP_alsfrs-r_T4_T5,trial_33,32,3.7912002921621785e-05,4,1024
MLP_alsfrs-r_T4_T5,trial_1,16,0.001876017384631129,1,64
MLP_alsfrs-r_T4_T5,trial_6,16,0.009666441254969562,4,1024
MLP_alsfrs-r_T4_T5,trial_42,32,6.433045721526573e-05,5,1024
MLP_alsfrs-r_T4_T5,trial_45,32,0.00014590143791151823,5,1024
MLP_alsfrs-r_T4_T5,trial_8,32,0.00012200045594284706,2,512
MLP_alsfrs-r_T4_T5,trial_11,128,0.0008717047490880656,3,128
MLP_alsfrs-r_T4_T5,trial_29,32,1.9801785996922024e-05,3,512
MLP_alsfrs-r_T4_T5,trial_16,64,0.0003776466316191997,4,32
MLP_alsfrs-r_T4_T5,trial_20,64,0.002099722902808446,4,128
MLP_alsfrs-r_T4_T5,trial_18,64,0.00042834558119896667,1,256
MLP_alsfrs-r_T4_T5,trial_27,32,2.8640074839002166e-05,4,512
MLP_alsfrs-r_T4_T5,trial_44,32,4.274024921144545e-05,5,64
MLP_alsfrs-r_T4_T5,trial_9,16,0.0038281251300740877,5,32
MLP_alsfrs-r_T4_T5,trial_43,32,7.974183102194266e-05,5,1024
MLP_alsfrs-r_T4_T5,trial_7,64,0.00772219805991535,5,64
MLP_alsfrs-r_T4_T5,trial_0,16,2.2117668664850237e-05,3,64
MLP_alsfrs-r_T4_T5,trial_19,128,0.00010077180028086503,3,128
MLP_alsfrs-r_T4_T5,trial_26,64,0.00011031639776767725,2,32
MLP_alsfrs-r_T4_T5,trial_21,128,0.0008541221363953376,3,128
MLP_alsfrs-r_T4_T5,trial_28,32,2.7268555559650517e-05,3,512
MLP_alsfrs-r_T4_T5,trial_17,128,3.8836975708095637e-05,4,1024
MLP_alsfrs-r_T4_T5,trial_10,128,0.0007375238497933476,3,128
MLP_alsfrs-r_T1-T2_T3,trial_36,64,8.041030713037233e-05,2,128
MLP_alsfrs-r_T1-T2_T3,trial_31,128,0.0005452327443821527,1,256
MLP_alsfrs-r_T1-T2_T3,trial_38,16,0.00021853164176752101,1,32
MLP_alsfrs-r_T1-T2_T3,trial_39,32,0.00010202219811380919,4,1024
MLP_alsfrs-r_T1-T2_T3,trial_30,64,0.0021808215436271024,2,256
MLP_alsfrs-r_T1-T2_T3,trial_37,128,0.0033692629745598213,2,256
MLP_alsfrs-r_T1-T2_T3,trial_15,128,0.00016929041135138907,1,512
MLP_alsfrs-r_T1-T2_T3,trial_12,128,0.00014287896024634477,3,512
MLP_alsfrs-r_T1-T2_T3,trial_24,128,0.0002791480843351583,1,512
MLP_alsfrs-r_T1-T2_T3,trial_23,128,0.0005838403319651549,1,512
MLP_alsfrs-r_T1-T2_T3,trial_5,16,0.00012801489715057003,3,64
MLP_alsfrs-r_T1-T2_T3,trial_48,128,0.00016401571380704393,4,64
MLP_alsfrs-r_T1-T2_T3,trial_2,16,6.821070126028386e-05,2,64
MLP_alsfrs-r_T1-T2_T3,trial_46,32,0.0009969667107230234,2,512
MLP_alsfrs-r_T1-T2_T3,trial_41,128,0.0002935158239490525,1,128
MLP_alsfrs-r_T1-T2_T3,trial_22,128,0.00038124688302684486,2,512
MLP_alsfrs-r_T1-T2_T3,trial_25,128,0.009388583624771164,2,512
MLP_alsfrs-r_T1-T2_T3,trial_13,128,0.00013842782241480541,3,512
MLP_alsfrs-r_T1-T2_T3,trial_14,16,3.779414492800326e-05,5,512
MLP_alsfrs-r_T1-T2_T3,trial_40,128,0.00042096831865002165,1,256
MLP_alsfrs-r_T1-T2_T3,trial_47,64,4.7330632734308425e-05,1,1024
MLP_alsfrs-r_T1-T2_T3,trial_3,16,1.2953273884282459e-05,2,1024
MLP_alsfrs-r_T1-T2_T3,trial_4,32,0.004941238479550186,4,128
MLP_alsfrs-r_T1-T2_T3,trial_49,128,2.3705135732735162e-05,2,512
MLP_alsfrs-r_T1-T2_T3,trial_32,128,0.0005547280848427605,1,256
MLP_alsfrs-r_T1-T2_T3,trial_35,128,0.0007651243494985034,1,256
MLP_alsfrs-r_T1-T2_T3,trial_34,128,0.0014356249806575802,1,256
MLP_alsfrs-r_T1-T2_T3,trial_33,128,0.00047266405897245666,2,256
MLP_alsfrs-r_T1-T2_T3,trial_1,64,0.002460858478037445,4,256
MLP_alsfrs-r_T1-T2_T3,trial_6,64,0.0005565750124405237,4,32
MLP_alsfrs-r_T1-T2_T3,trial_42,128,0.00020531813948210237,1,512
MLP_alsfrs-r_T1-T2_T3,trial_45,128,0.0003347353490124242,1,32
MLP_alsfrs-r_T1-T2_T3,trial_8,32,0.0003745468593273988,1,256
MLP_alsfrs-r_T1-T2_T3,trial_11,128,0.001126175133399225,3,64
MLP_alsfrs-r_T1-T2_T3,trial_29,32,0.00021690233719528425,2,32
MLP_alsfrs-r_T1-T2_T3,trial_16,128,0.00024655743623882144,1,512
MLP_alsfrs-r_T1-T2_T3,trial_20,128,0.0016395014249410702,1,512
MLP_alsfrs-r_T1-T2_T3,trial_18,128,0.0002745633482864007,1,512
MLP_alsfrs-r_T1-T2_T3,trial_27,128,0.0002335283857344361,2,256
MLP_alsfrs-r_T1-T2_T3,trial_44,16,0.00010670319467116878,1,256
MLP_alsfrs-r_T1-T2_T3,trial_9,32,6.143660977290633e-05,2,128
MLP_alsfrs-r_T1-T2_T3,trial_43,128,0.0006635587463110124,2,64
MLP_alsfrs-r_T1-T2_T3,trial_7,16,1.0455278644138113e-05,5,1024
MLP_alsfrs-r_T1-T2_T3,trial_0,64,0.00010465669134359268,2,32
MLP_alsfrs-r_T1-T2_T3,trial_19,128,2.938691342573416e-05,1,512
MLP_alsfrs-r_T1-T2_T3,trial_26,128,0.0007939613817851795,1,1024
MLP_alsfrs-r_T1-T2_T3,trial_21,128,0.0003195491596060432,1,512
MLP_alsfrs-r_T1-T2_T3,trial_28,64,7.665895464526453e-05,2,256
MLP_alsfrs-r_T1-T2_T3,trial_17,128,0.00029888341905077314,1,512
MLP_alsfrs-r_T1-T2_T3,trial_10,128,0.0009583823920253899,3,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_36,64,0.0011067997737160974,3,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_31,64,0.0007845894823882789,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_38,32,0.00016520954663043578,4,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_39,32,9.322736277577889e-05,2,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_30,64,1.2460441155716962e-05,1,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_37,32,0.0001688917413290704,1,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_15,64,0.0006519881873542822,1,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_12,64,0.0008999187285122578,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_24,16,0.00026371083710393403,3,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_23,16,0.00052087237088719,3,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_5,32,0.00019005044388037499,5,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_48,32,0.0004651333560097757,1,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_2,32,2.4720626987693484e-05,4,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_46,32,0.0009088173075263891,1,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_41,32,0.0002872617948447424,1,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_22,16,0.00195209143865502,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_25,64,0.0016406802824233532,2,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_13,64,0.009194591629598658,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_14,64,0.008770804480325538,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_40,32,0.0044954745538349225,3,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_47,32,4.5131879905449784e-05,2,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_3,32,0.005067397883847873,3,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_4,32,0.003903178474077363,3,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_49,32,0.0028312314192083764,5,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_32,64,0.0004051405612916396,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_35,64,0.00023153513586281625,2,512
MLP_alsfrs-r_T1-T2-T4_T5,trial_34,16,0.0017404286199640792,4,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_33,64,0.0007103831766036629,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_1,16,3.1300638965182924e-05,4,512
MLP_alsfrs-r_T1-T2-T4_T5,trial_6,32,0.0001455133497557626,5,512
MLP_alsfrs-r_T1-T2-T4_T5,trial_42,32,0.00017757673950334618,1,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_45,32,0.00012070454992496813,2,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_8,128,0.0001336769046603191,2,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_11,64,0.0011583615377751169,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_29,16,7.530809707666418e-05,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_16,64,0.000532520698252504,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_20,16,0.00034826840422513697,3,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_18,64,0.0003756499444442293,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_27,16,0.0005702293465478957,3,512
MLP_alsfrs-r_T1-T2-T4_T5,trial_44,32,0.00017845821717565595,1,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_9,128,0.00010623249992041746,2,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_43,32,2.9845494389515583e-05,1,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_7,64,0.0027514657902688727,5,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_0,16,1.9944670435878872e-05,4,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_19,128,5.501629734425876e-05,1,1024
