Run;n_layer;n_units;learning_rate;activation;criterion;decroissant;optimizer;Smoothed;Value;Step
T1-T2-T4_T5/trial_39;2;128;0,0001;tanh;MAE;1;RMSprop;5,7274;5,7274;4 719
T1-T2-T4_T5/trial_4;3;1 024;0,0039;sigmoid;Huber;0;Adagrad;3,7512;3,7512;1 482
T1-T2-T4_T5/trial_40;3;128;0,0045;ReLU;Huber;1;Adam;3,4563;3,4563;663
T1-T2-T4_T5/trial_41;1;128;0,0003;ReLU;Huber;1;Adam;3,3543;3,3543;1 170
T1-T2-T4_T5/trial_42;1;64;0,0002;ReLU;Huber;1;Adam;3,3391;3,3391;1 677
T1-T2-T4_T5/trial_43;1;64;0;ReLU;Huber;1;Adam;3,4467;3,4467;5 109
T1-T2-T4_T5/trial_44;1;64;0,0002;ReLU;Huber;1;Adagrad;4,2855;4,2855;7 800
T1-T2-T4_T5/trial_45;2;64;0,0001;tanh;Huber;1;Adam;6,0484;6,0484;7 800
T1-T2-T4_T5/trial_46;1;256;0,0009;ReLU;Huber;1;Adam;3,3593;3,3593;819
T1-T2-T4_T5/trial_47;2;256;0;sigmoid;MAE;1;Adam;7,4365;7,4365;7 800
T1-T2-T4_T5/trial_48;1;256;0,0005;ReLU;Huber;1;Adam;3,3629;3,3629;858
T1-T2-T4_T5/trial_49;5;256;0,0028;ReLU;MSE;1;Adagrad;3,3002;3,3002;1 716
T1-T2-T4_T5/trial_5;5;64;0,0002;sigmoid;MAE;1;Adagrad;28,6827;28,6827;7 800
T1-T2-T4_T5/trial_6;5;512;0,0001;tanh;MAE;1;Adagrad;25,9495;25,9495;7 800
T1-T2-T4_T5/trial_7;5;64;0,0028;sigmoid;Huber;0;Adagrad;13,6085;13,6085;4 000
T1-T2-T4_T5/trial_8;2;256;0,0001;tanh;MSE;0;Adam;4,5803;4,5803;1 750
T1-T2-T4_T5/trial_9;2;256;0,0001;tanh;MAE;0;RMSprop;4,7415;4,7415;1 050
T1-T3_T5/trial_0;4;256;0,003;ReLU;MSE;0;Adam;4,6856;4,6856;310
T1-T3_T5/trial_1;2;64;0,0001;ReLU;Huber;0;Adagrad;10,8415;10,8415;8 000
T1-T3_T5/trial_10;3;512;0,0006;tanh;Huber;1;Adagrad;9,4714;9,4714;16 000
T1-T3_T5/trial_11;4;128;0,0012;sigmoid;MAE;1;RMSprop;9,6559;9,6559;1 920
T1-T3_T5/trial_12;5;1 024;0,0017;tanh;Huber;0;RMSprop;9,6433;9,6433;640
T1-T3_T5/trial_13;4;64;0,0085;tanh;MAE;1;RMSprop;9,7665;9,7665;430
T1-T3_T5/trial_14;3;512;0,0001;sigmoid;Huber;0;Adagrad;20,2014;20,2014;4 000
T1-T3_T5/trial_15;2;128;0,0015;ReLU;MAE;1;Adagrad;4,8384;4,8384;4 160
T1-T3_T5/trial_16;2;128;0,0007;tanh;MAE;1;Adagrad;15,4039;15,4039;16 000
T1-T3_T5/trial_17;1;128;0,0098;tanh;Huber;1;Adagrad;5,1613;5,1613;1 840
T1-T3_T5/trial_18;2;32;0,0002;ReLU;Huber;1;Adagrad;6,8636;6,8636;16 000
T1-T3_T5/trial_19;3;1 024;0,001;sigmoid;MAE;1;Adagrad;9,6422;9,6422;16 000
T1-T3_T5/trial_2;3;64;0,0043;sigmoid;MSE;1;RMSprop;9,7347;9,7347;660
T1-T3_T5/trial_20;1;128;0,0004;tanh;Huber;1;Adagrad;14,0993;14,0993;16 000
T1-T3_T5/trial_21;1;128;0,0031;tanh;Huber;1;Adagrad;4,9357;4,9357;6 400
T1-T3_T5/trial_22;1;128;0,0032;tanh;Huber;1;Adagrad;5,0645;5,0645;5 120
T1-T3_T5/trial_23;1;128;0,0037;tanh;Huber;1;Adagrad;5,1538;5,1538;4 640
T1-T3_T5/trial_24;1;128;0,0026;tanh;Huber;1;Adagrad;6,8948;6,8948;2 000
T1-T3_T5/trial_25;1;1 024;0,0056;tanh;Huber;1;Adam;9,6426;9,6426;1 520
T1-T3_T5/trial_26;2;128;0,0094;tanh;Huber;1;Adagrad;5,2259;5,2259;2 240
T1-T3_T5/trial_27;1;32;0,0028;tanh;Huber;1;Adagrad;9,6745;9,6745;16 000
T1-T3_T5/trial_28;2;512;0,0006;tanh;Huber;1;Adagrad;5,286;5,286;16 000
T1-T3_T5/trial_29;1;256;0,0036;tanh;MSE;1;Adam;9,7513;9,7513;120
T1-T3_T5/trial_3;1;1 024;0,0068;ReLU;MSE;0;Adam;5,0479;5,0479;240
T1-T3_T5/trial_30;1;1 024;0,0024;tanh;Huber;1;Adagrad;4,8474;4,8474;270
T1-T3_T5/trial_31;1;1 024;0,002;tanh;Huber;1;Adagrad;5,4868;5,4868;280
T1-T3_T5/trial_32;2;1 024;0,0057;tanh;Huber;1;Adagrad;5,4164;5,4164;300
T1-T3_T5/trial_33;1;1 024;0,0035;tanh;Huber;1;Adagrad;4,8877;4,8877;450
T1-T3_T5/trial_34;2;1 024;0,0064;sigmoid;Huber;1;Adagrad;5,7447;5,7447;370
T1-T3_T5/trial_35;1;1 024;0,0043;tanh;MSE;1;Adam;5,826;5,826;690
T1-T3_T5/trial_36;1;1 024;0,0011;tanh;Huber;1;Adagrad;5,2049;5,2049;630
T1-T3_T5/trial_37;2;1 024;0,0011;tanh;MSE;0;Adagrad;5,1559;5,1559;800
T1-T3_T5/trial_38;1;1 024;0,0009;tanh;Huber;1;Adam;5,1139;5,1139;360
T1-T3_T5/trial_39;1;1 024;0,0005;sigmoid;Huber;1;Adam;5,24;5,24;490
T1-T3_T5/trial_4;1;256;0,0049;ReLU;MSE;0;RMSprop;4,8285;4,8285;560
T1-T3_T5/trial_40;1;1 024;0,0002;sigmoid;MSE;0;Adam;5,0037;5,0037;940
T1-T3_T5/trial_41;1;1 024;0,0004;sigmoid;Huber;1;Adam;5,1394;5,1394;420
T1-T3_T5/trial_42;1;1 024;0,0004;sigmoid;Huber;1;Adam;4,9659;4,9659;510
T1-T3_T5/trial_43;1;1 024;0,0002;sigmoid;Huber;1;Adam;5,0325;5,0325;890
T1-T3_T5/trial_44;1;1 024;0,0001;sigmoid;Huber;1;Adam;4,9568;4,9568;1 720
T1-T3_T5/trial_45;1;256;0,0002;sigmoid;Huber;1;Adam;5,2799;5,2799;1 550
T1-T3_T5/trial_46;5;64;0,0001;sigmoid;Huber;1;Adam;28,1656;28,1656;2 000
T1-T3_T5/trial_47;2;1 024;0,0004;sigmoid;Huber;0;Adam;9,804;9,804;160
T1-T3_T5/trial_48;1;1 024;0;sigmoid;Huber;1;Adam;4,7485;4,7485;4 040
T1-T3_T5/trial_49;1;1 024;0;sigmoid;Huber;1;Adam;4,7659;4,7659;5 320
T1-T3_T5/trial_5;5;256;0;tanh;MAE;1;Adam;25,6572;25,6572;8 000
T1-T3_T5/trial_6;2;1 024;0,0091;tanh;Huber;1;Adagrad;4,9014;4,9014;1 840
T1-T3_T5/trial_7;2;1 024;0,0003;tanh;MAE;1;Adagrad;5,4141;5,4141;8 000
T1-T3_T5/trial_8;4;64;0,0022;ReLU;MAE;0;RMSprop;5,2151;5,2151;420
T1-T3_T5/trial_9;2;32;0;ReLU;Huber;0;Adagrad;25,0839;25,0839;4 000
T2_T4/trial_0;4;512;0;tanh;MAE;1;RMSprop;14,0001;14,0001;5 600
T2_T4/trial_1;1;128;0,0005;tanh;MSE;1;RMSprop;5,2919;5,2919;1 106
T2_T4/trial_10;2;256;0,0001;ReLU;MAE;0;RMSprop;4,8292;4,8292;1 595
T2_T4/trial_11;3;64;0,0001;ReLU;MAE;0;Adam;4,7723;4,7723;3 052
T2_T4/trial_12;3;256;0;ReLU;MAE;0;Adam;4,7326;4,7326;4 687
T2_T4/trial_13;2;512;0,0002;ReLU;MAE;0;Adam;4,5578;4,5578;2 180
T2_T4/trial_14;2;64;0,0009;ReLU;MAE;0;RMSprop;5,9574;5,9574;420
T2_T4/trial_15;2;32;0,0002;sigmoid;MAE;0;Adam;5,9087;5,9087;11 227
T2_T4/trial_16;1;128;0,0012;ReLU;MAE;0;RMSprop;4,9176;4,9176;1 308
T2_T4/trial_17;2;256;0,0003;ReLU;MAE;0;Adam;4,7844;4,7844;1 090
T2_T4/trial_18;3;512;0,0001;tanh;Huber;0;RMSprop;6,4922;6,4922;1 064
T2_T4/trial_19;3;256;0,0002;sigmoid;MSE;0;Adam;8,7986;8,7986;1 595
T2_T4/trial_2;5;1 024;0,0004;ReLU;MSE;1;Adagrad;4,6437;4,6437;4 290
T2_T4/trial_20;4;512;0,0008;ReLU;MAE;0;RMSprop;4,6326;4,6326;2 289
T2_T4/trial_21;3;512;0;ReLU;MAE;1;Adam;4,6156;4,6156;3 379
T2_T4/trial_22;3;512;0,0001;ReLU;MAE;1;Adam;4,5407;4,5407;2 725
T2_T4/trial_23;3;512;0,0001;ReLU;MAE;1;Adam;4,6093;4,6093;2 071
T2_T4/trial_24;4;512;0,0001;ReLU;MAE;1;Adam;4,8608;4,8608;2 725
T2_T4/trial_25;3;128;0;ReLU;MAE;1;Adam;4,5817;4,5817;5 123
T2_T4/trial_26;3;64;0;ReLU;MAE;1;RMSprop;4,7968;4,7968;8 175
T2_T4/trial_27;4;32;0;ReLU;MAE;1;Adam;31,194;31,194;11 000
T2_T4/trial_28;3;256;0,0001;tanh;Huber;1;Adam;5,549;5,549;5 600
T2_T4/trial_29;5;512;0;sigmoid;MSE;1;RMSprop;25,1431;25,1431;5 600
T2_T4/trial_3;3;256;0,0001;ReLU;MAE;0;RMSprop;4,5672;4,5672;3 270
T2_T4/trial_30;4;512;0;tanh;MAE;1;RMSprop;8,7091;8,7091;12 753
T2_T4/trial_31;2;512;0,0001;ReLU;MAE;0;Adam;4,5584;4,5584;1 308
T2_T4/trial_32;2;512;0,0091;ReLU;MAE;0;Adam;4,9083;4,9083;1 090
T2_T4/trial_33;1;512;0,0001;ReLU;MAE;1;Adam;4,7772;4,7772;2 071
T2_T4/trial_34;3;128;0,0004;ReLU;MSE;0;Adam;4,6611;4,6611;518
T2_T4/trial_35;2;1 024;0,0003;tanh;MAE;1;Adagrad;5,2112;5,2112;21 800
T2_T4/trial_36;3;512;0,0006;ReLU;Huber;1;Adam;4,8106;4,8106;1 417
T2_T4/trial_37;3;256;0,0007;ReLU;Huber;1;Adagrad;4,7691;4,7691;2 420
T2_T4/trial_38;4;256;0,0007;sigmoid;Huber;1;Adagrad;27,8694;27,8694;11 000
T2_T4/trial_39;3;256;0,0023;ReLU;Huber;1;Adagrad;4,7391;4,7391;1 430
T2_T4/trial_4;4;256;0;tanh;Huber;0;Adagrad;28,8464;28,8464;2 800
T2_T4/trial_40;4;256;0,0019;ReLU;Huber;1;Adagrad;4,7344;4,7344;1 870
T2_T4/trial_41;5;256;0,0014;ReLU;Huber;1;Adagrad;4,8203;4,8203;1 925
T2_T4/trial_42;5;256;0,0022;ReLU;Huber;1;Adagrad;4,7071;4,7071;1 430
T2_T4/trial_43;5;256;0,0022;ReLU;Huber;1;Adagrad;4,7935;4,7935;1 375
T2_T4/trial_44;5;256;0,0025;ReLU;Huber;1;Adagrad;4,8285;4,8285;990
T2_T4/trial_45;5;256;0,0039;ReLU;Huber;1;Adagrad;4,8553;4,8553;1 485
T2_T4/trial_46;5;256;0,0017;ReLU;Huber;1;Adagrad;4,6458;4,6458;1 650
T2_T4/trial_47;5;256;0,0048;ReLU;Huber;1;Adagrad;4,6335;4,6335;1 320
T2_T4/trial_48;4;256;0,003;tanh;Huber;1;Adagrad;11,4523;11,4523;11 000
T2_T4/trial_49;5;256;0,0016;ReLU;Huber;1;Adagrad;4,772;4,772;1 870
T2_T4/trial_5;4;1 024;0,0043;sigmoid;Huber;1;Adagrad;8,7158;8,7158;3 488
T2_T4/trial_6;1;1 024;0;sigmoid;Huber;0;Adagrad;29,0667;29,0667;2 800
T2_T4/trial_7;3;512;0;ReLU;MAE;1;Adam;4,5505;4,5505;4 905
T2_T4/trial_8;5;512;0,0022;ReLU;MSE;1;Adam;4,7321;4,7321;1 090
T2_T4/trial_9;2;32;0,0001;ReLU;MAE;1;Adagrad;20,6871;20,6871;2 800
T1-T3-T4_T5/trial_0;5;64;0,0042;ReLU;Huber;1;Adam;15,0253;15,0253;4 000
T1-T3-T4_T5/trial_1;3;512;0,0013;ReLU;MSE;1;Adagrad;3,5748;3,5748;250
T1-T3-T4_T5/trial_10;1;128;0,0001;sigmoid;MAE;1;RMSprop;3,8546;3,8546;5 850
T1-T3-T4_T5/trial_11;1;128;0,0001;sigmoid;MAE;1;RMSprop;3,9382;3,9382;6 318
T1-T3-T4_T5/trial_12;1;128;0,0002;sigmoid;MAE;1;RMSprop;4,419;4,419;4 134
T1-T3-T4_T5/trial_13;2;256;0,0004;sigmoid;MAE;1;RMSprop;4,5532;4,5532;2 262
T1-T3-T4_T5/trial_14;1;128;0,0001;sigmoid;MAE;1;RMSprop;3,9472;3,9472;9 594
T1-T3-T4_T5/trial_15;2;128;0;sigmoid;MAE;1;RMSprop;4,7091;4,7091;15 600
T1-T3-T4_T5/trial_16;1;256;0;tanh;MAE;1;RMSprop;3,7764;3,7764;13 884
T1-T3-T4_T5/trial_17;2;256;0;tanh;MAE;1;RMSprop;6,1076;6,1076;15 600
T1-T3-T4_T5/trial_18;1;256;0;tanh;Huber;1;RMSprop;12,4654;12,4654;4 000
T1-T3-T4_T5/trial_19;4;1 024;0;tanh;MSE;1;Adagrad;23,5841;23,5841;15 600
T1-T3-T4_T5/trial_2;5;512;0,0027;ReLU;MAE;0;RMSprop;8,5457;8,5457;150
T1-T3-T4_T5/trial_20;2;256;0,0002;tanh;MAE;1;RMSprop;4,2807;4,2807;3 198
T1-T3-T4_T5/trial_21;1;128;0,0001;sigmoid;MAE;1;RMSprop;4,0161;4,0161;10 374
T1-T3-T4_T5/trial_22;1;128;0;sigmoid;MAE;1;RMSprop;3,8268;3,8268;13 884
T1-T3-T4_T5/trial_23;1;256;0,0096;tanh;MAE;1;RMSprop;11,7114;11,7114;936
T1-T3-T4_T5/trial_24;2;128;0;sigmoid;MAE;1;RMSprop;11,3928;11,3928;15 600
T1-T3-T4_T5/trial_25;1;32;0,0001;tanh;MAE;1;RMSprop;4,6075;4,6075;14 118
T1-T3-T4_T5/trial_26;2;1 024;0,0008;sigmoid;MAE;1;RMSprop;4,2239;4,2239;350
T1-T3-T4_T5/trial_27;1;64;0,0001;sigmoid;Huber;1;RMSprop;18,6191;18,6191;4 000
T1-T3-T4_T5/trial_28;2;256;0,0001;ReLU;MSE;1;Adagrad;3,703;3,703;7 800
T1-T3-T4_T5/trial_29;4;64;0;tanh;MAE;1;Adam;28,0529;28,0529;4 000
T1-T3-T4_T5/trial_3;3;128;0,0004;ReLU;MSE;0;RMSprop;4,241;4,241;500
T1-T3-T4_T5/trial_30;1;128;0;ReLU;Huber;1;Adam;3,5061;3,5061;2 808
T1-T3-T4_T5/trial_31;1;128;0;ReLU;Huber;1;Adam;3,4749;3,4749;2 262
T1-T3-T4_T5/trial_32;1;128;0;ReLU;Huber;1;Adam;3,3948;3,3948;4 758
T1-T3-T4_T5/trial_33;1;128;0;ReLU;Huber;1;Adam;3,4374;3,4374;2 730
T1-T3-T4_T5/trial_34;2;128;0;ReLU;Huber;1;Adam;3,6067;3,6067;1 050
T1-T3-T4_T5/trial_35;3;128;0;ReLU;Huber;0;Adam;3,6193;3,6193;1 130
T1-T3-T4_T5/trial_36;3;512;0;ReLU;Huber;0;Adam;3,5183;3,5183;470
T1-T3-T4_T5/trial_37;3;512;0;ReLU;Huber;0;Adam;3,4456;3,4456;560
T1-T3-T4_T5/trial_38;3;512;0;ReLU;Huber;0;Adam;3,5596;3,5596;490
T1-T3-T4_T5/trial_39;3;512;0;ReLU;Huber;0;Adam;3,4885;3,4885;540
T1-T3-T4_T5/trial_4;3;1 024;0,0039;sigmoid;MAE;0;Adam;9,9414;9,9414;312
T1-T3-T4_T5/trial_40;3;512;0;ReLU;Huber;0;Adam;3,488;3,488;570
T1-T3-T4_T5/trial_41;3;512;0;ReLU;Huber;0;Adam;3,5363;3,5363;550
T1-T3-T4_T5/trial_42;3;512;0;ReLU;Huber;0;Adam;3,5757;3,5757;540
T1-T3-T4_T5/trial_43;3;512;0;ReLU;Huber;0;Adam;3,5341;3,5341;620
T1-T3-T4_T5/trial_44;4;512;0;ReLU;Huber;0;Adam;3,5564;3,5564;650
T1-T3-T4_T5/trial_45;4;512;0;ReLU;Huber;0;Adam;3,4975;3,4975;680
T1-T3-T4_T5/trial_46;4;512;0;ReLU;Huber;0;Adam;3,5483;3,5483;650
T1-T3-T4_T5/trial_47;4;512;0;ReLU;Huber;0;Adam;3,5239;3,5239;710
T1-T3-T4_T5/trial_48;5;512;0;ReLU;Huber;0;Adam;3,5763;3,5763;320
T1-T3-T4_T5/trial_49;4;512;0;ReLU;MSE;0;Adam;3,4511;3,4511;770
T1-T3-T4_T5/trial_5;5;32;0;sigmoid;MAE;0;Adagrad;29,1493;29,1493;7 800
T1-T3-T4_T5/trial_6;1;128;0,0001;sigmoid;MAE;1;RMSprop;3,7522;3,7522;12 324
T1-T3-T4_T5/trial_7;2;32;0;sigmoid;MSE;0;Adagrad;28,6963;28,6963;15 600
T1-T3-T4_T5/trial_8;4;512;0,0001;tanh;Huber;1;Adam;9,9441;9,9441;7 800
T1-T3-T4_T5/trial_9;5;64;0,0038;tanh;Huber;0;Adam;10,0462;10,0462;200
T1-T3_T4/trial_0;1;1 024;0,0057;ReLU;MAE;0;Adagrad;3,284;3,284;350
T1-T3_T4/trial_1;5;32;0,0001;sigmoid;MSE;0;Adagrad;30,6342;30,6342;2 800
T1-T3_T4/trial_10;3;512;0,0006;tanh;Huber;1;Adam;9,2174;9,2174;784
T1-T3_T4/trial_11;4;128;0,0011;ReLU;Huber;1;RMSprop;3,0873;3,0873;1 853
T1-T3_T4/trial_12;5;128;0,001;ReLU;Huber;1;RMSprop;3,2495;3,2495;2 071
T1-T3_T4/trial_13;4;64;0,0001;ReLU;Huber;1;RMSprop;3,0567;3,0567;5 886
T1-T3_T4/trial_14;3;64;0;ReLU;Huber;1;RMSprop;3,0092;3,0092;9 047
T1-T3_T4/trial_15;2;64;0;tanh;Huber;1;Adam;26,3726;26,3726;5 600
T1-T3_T4/trial_16;3;64;0;ReLU;MSE;1;RMSprop;3,3401;3,3401;3 052
T1-T3_T4/trial_17;1;512;0,0001;ReLU;Huber;1;Adam;3,0169;3,0169;1 526
T1-T3_T4/trial_18;2;1 024;0;sigmoid;Huber;1;RMSprop;3,3245;3,3245;6 545
T1-T3_T4/trial_19;3;64;0,0002;tanh;MSE;1;Adam;4,0633;4,0633;19 620
T1-T3_T4/trial_2;2;256;0,0057;ReLU;MAE;1;Adagrad;3,4578;3,4578;392
T1-T3_T4/trial_20;2;64;0,0001;ReLU;Huber;1;RMSprop;3,3919;3,3919;1 232
T1-T3_T4/trial_21;1;512;0,0002;ReLU;Huber;1;Adam;3,0471;3,0471;1 308
T1-T3_T4/trial_22;1;512;0,0001;ReLU;Huber;1;Adam;3,2807;3,2807;1 635
T1-T3_T4/trial_23;1;512;0;ReLU;Huber;1;Adam;2,9989;2,9989;2 725
T1-T3_T4/trial_24;3;1 024;0;ReLU;Huber;1;Adam;3,0275;3,0275;1 526
T1-T3_T4/trial_25;2;512;0;ReLU;Huber;1;Adam;3,0716;3,0716;5 123
T1-T3_T4/trial_26;1;32;0;ReLU;Huber;1;Adam;3,2045;3,2045;5 600
T1-T3_T4/trial_27;3;1 024;0,0001;ReLU;Huber;1;RMSprop;3,5823;3,5823;770
T1-T3_T4/trial_28;2;64;0,0003;sigmoid;MAE;1;Adam;3,7724;3,7724;8 829
T1-T3_T4/trial_29;1;512;0;tanh;MSE;0;RMSprop;4,6837;4,6837;2 800
T1-T3_T4/trial_3;4;128;0,0021;ReLU;Huber;1;Adagrad;3,1486;3,1486;896
T1-T3_T4/trial_30;1;1 024;0,0001;ReLU;MAE;1;Adam;3,1859;3,1859;924
T1-T3_T4/trial_31;3;1 024;0;ReLU;Huber;1;Adam;2,9676;2,9676;1 635
T1-T3_T4/trial_32;3;1 024;0,0001;ReLU;Huber;1;Adam;3,0334;3,0334;1 635
T1-T3_T4/trial_33;4;1 024;0;ReLU;Huber;1;Adam;3,0192;3,0192;2 398
T1-T3_T4/trial_34;5;1 024;0;ReLU;Huber;1;Adagrad;3,9722;3,9722;21 800
T1-T3_T4/trial_35;4;32;0;ReLU;Huber;0;Adam;3,0208;3,0208;15 042
T1-T3_T4/trial_36;4;32;0;sigmoid;MSE;0;Adam;29,6402;29,6402;2 800
T1-T3_T4/trial_37;5;32;0;ReLU;Huber;0;Adam;3,0157;3,0157;21 800
T1-T3_T4/trial_38;4;256;0;ReLU;MAE;0;Adam;2,9968;2,9968;4 578
T1-T3_T4/trial_39;4;32;0;ReLU;Huber;0;Adam;3,2133;3,2133;2 800
T1-T3_T4/trial_4;4;256;0,0001;sigmoid;Huber;0;RMSprop;4,8753;4,8753;2 604
T1-T3_T4/trial_40;5;32;0,0001;sigmoid;Huber;0;Adagrad;30,4864;30,4864;21 800
T1-T3_T4/trial_41;5;32;0;ReLU;Huber;0;Adam;3,0115;3,0115;19 293
T1-T3_T4/trial_42;5;32;0;ReLU;Huber;0;Adam;3,0166;3,0166;12 317
T1-T3_T4/trial_43;4;32;0;ReLU;Huber;0;Adam;3,1187;3,1187;21 800
T1-T3_T4/trial_44;5;128;0;ReLU;Huber;0;Adam;2,982;2,982;7 194
T1-T3_T4/trial_45;5;128;0;ReLU;Huber;0;Adam;3,0356;3,0356;5 170
T1-T3_T4/trial_46;5;128;0;tanh;Huber;0;Adam;10,2521;10,2521;11 000
T1-T3_T4/trial_47;5;128;0;ReLU;MAE;0;Adagrad;5,1303;5,1303;11 000
T1-T3_T4/trial_48;5;128;0;ReLU;Huber;0;Adam;3,0741;3,0741;5 445
T1-T3_T4/trial_49;5;128;0,0031;ReLU;MSE;0;Adam;3,592;3,592;660
T1-T3_T4/trial_5;2;1 024;0;ReLU;MSE;0;Adam;3,0123;3,0123;840
T1-T3_T4/trial_6;1;1 024;0,0003;tanh;MAE;0;Adam;3,5933;3,5933;660
T1-T3_T4/trial_7;3;256;0,0038;sigmoid;Huber;0;Adagrad;9,1989;9,1989;1 540
T1-T3_T4/trial_8;2;1 024;0,0001;ReLU;Huber;1;Adam;3,0937;3,0937;392
T1-T3_T4/trial_9;2;32;0,0065;ReLU;MAE;1;Adagrad;3,0329;3,0329;3 052